system:index,daily_date,soil_moisture,.geo
NASA_USDA_SMAP_SM20190628_20190630,2018-07-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190701_20190703,2018-07-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190704_20190706,2018-07-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190707_20190709,2018-07-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190710_20190712,2018-07-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190713_20190715,2018-07-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190716_20190718,2018-07-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190719_20190721,2018-07-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190722_20190724,2018-07-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190725_20190727,2018-07-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190728_20190730,2018-07-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190731_20190802,2018-07-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190803_20190805,2018-07-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190806_20190808,2018-07-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190809_20190811,2018-07-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190812_20190814,2018-07-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190815_20190817,2018-07-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190818_20190820,2018-07-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190821_20190823,2018-07-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190824_20190826,2018-07-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190827_20190829,2018-07-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190830_20190901,2018-07-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190902_20190904,2018-07-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190905_20190907,2018-07-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190908_20190910,2018-07-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190911_20190913,2018-07-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190914_20190916,2018-07-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190917_20190919,2018-07-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190920_20190922,2018-07-29,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190923_20190925,2018-07-30,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190926_20190928,2018-07-31,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20190929_20191001,2018-08-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191002_20191004,2018-08-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191005_20191007,2018-08-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191008_20191010,2018-08-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191011_20191013,2018-08-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191014_20191016,2018-08-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191017_20191019,2018-08-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191020_20191022,2018-08-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191023_20191025,2018-08-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191026_20191028,2018-08-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191029_20191031,2018-08-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191101_20191103,2018-08-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191104_20191106,2018-08-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191107_20191109,2018-08-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191110_20191112,2018-08-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191113_20191115,2018-08-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191116_20191118,2018-08-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191119_20191121,2018-08-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191122_20191124,2018-08-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191125_20191127,2018-08-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191128_20191130,2018-08-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191201_20191203,2018-08-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191204_20191206,2018-08-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191207_20191209,2018-08-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191210_20191212,2018-08-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191213_20191215,2018-08-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
